st	alpha	fips	icpsr	year	hou_chamber	sen_chamber	hou_dem	hou_rep	hou_majority	hou_minority	hou_dem_mean	hou_rep_mean	sen_dem	sen_rep	sen_majority	sen_minority	sen_dem_mean	sen_rep_mean	h_diffs	s_diffs	h_distance	s_distance	h_dem_sd	s_dem_sd	h_rep_sd	s_rep_sd	h_chamber_sd	s_chamber_sd	hou_dem_error	hou_chamber_error	hou_rep_error	hou_majority_error	sen_dem_error	sen_chamber_error	sen_rep_error	sen_majority_error
"AK"	2	2	81	2010	0.378		-0.75	0.794	0.794	-0.75	-0.6493771283335271	0.7083358410867665							1.544		0.8414900029246922		0.3688510460371387		0.21952195771676392		0.7437666250961381		0.041	0.035	0.032	0.032				
"AK"	2	2	81	2011	0.522	-0.169	-0.748	0.757	0.757	-0.748	-0.6440488268630392	0.6990494483628006	-0.697	0.686	-0.697	0.686	-0.7926588606515831	0.6569526411541466	1.505	1.383	0.8106911130537149	0.9099469719019502	0.3904121956623475	0.27137701710332135	0.20841622137604732	0.2636119613186871	0.7268292256457678	0.7879052272322092	0.046	0.039	0.035	0.035	0.062	0.132	0.042	0.062
"AK"	2	2	81	2012	0.522	-0.169	-0.748	0.757	0.757	-0.748	-0.6440488268630392	0.6990494483628006	-0.697	0.686	-0.697	0.686	-0.7926588606515831	0.6569526411541466	1.505	1.383	0.8106911130537149	0.9099469719019502	0.3904121956623475	0.27137701710332135	0.20841622137604732	0.2636119613186871	0.7268292256457678	0.7879052272322092	0.045	0.039	0.034	0.034	0.063	0.133	0.041	0.063
"AK"	2	2	81	2013	0.5	0.524	-0.69	0.814	0.814	-0.69	-0.5454183740915094	0.7086307659169402	-0.979	0.787	0.787	-0.979	-0.9096554747583597	0.6779320425662129	1.504	1.766	0.7770413159198618	0.8999957041812806	0.46592122654028933	0.28088674129340396	0.27227463730194607	0.2178874427074617	0.6977331013661154	0.8114658176275681	0.048	0.039	0.036	0.036	0.082	0.039	0.052	0.052
"AK"	2	2	81	2014	0.5	0.524	-0.65	0.814	0.814	-0.65	-0.5079122012628047	0.7086307659169402	-0.979	0.787	0.787	-0.979	-0.9096554747583597	0.6779320425662129	1.464	1.766	0.7550079933404807	0.8999957041812806	0.4364345183670911	0.28088674129340396	0.27227463730194607	0.2178874427074617	0.6755302173143791	0.8114658176275681	0.045	0.038	0.037	0.037	0.082	0.039	0.052	0.052
"AK"	2	2	81	2015	0.305	0.546	-0.627	0.827	0.827	-0.627	-0.5210503222291133	0.6924752163038401	-0.914	0.711	0.711	-0.914	-0.8763079109844493	0.6730124974946033	1.454	1.625	0.8038853734701455	0.8278416094305472	0.4080095780128692	0.2921224565832127	0.3247659535823046	0.2081342909007618	0.7007232883583812	0.7633544319225336	0.039	0.033	0.037	0.037	0.071	0.038	0.041	0.041
"AK"	2	2	81	2016	0.287	0.546	-0.641	0.827	0.827	-0.641	-0.5400043208754932	0.6924752163038401	-0.914	0.711	0.711	-0.914	-0.8763079109844493	0.6730124974946033	1.468	1.625	0.8150688498727761	0.8278416094305472	0.40270913370015354	0.2921224565832127	0.3247659535823046	0.2081342909007618	0.7100502171968416	0.7633544319225336	0.043	0.036	0.038	0.038	0.072	0.037	0.041	0.041
"AK"	2	2	81	2017	0.154	0.478	-0.686	0.852	0.852	-0.686	-0.6872343139765928	0.8123217019617799	-0.914	0.711	0.711	-0.914	-0.9179944170304006	0.6469713680040879	1.538	1.625	0.9373518685475054	0.8575706186971737	0.3015765816411202	0.35417017313035215	0.3810946025838768	0.23403985391439563	0.8142493663719763	0.7822218107995369	0.045	0.039	0.038	0.038	0.076	0.039	0.048	0.048
"AK"	2	2	81	2018	0.079	0.478	-0.69	0.852	0.852	-0.69	-0.7192427576953504	0.8123217019617799	-0.914	0.711	0.711	-0.914	-0.9179944170304006	0.6464251395995072	1.5419999999999998	1.625	0.9584156198833933	0.8578523575584838	0.3181582611525233	0.35417017313035215	0.3810946025838768	0.23511681942165952	0.8319931490007799	0.7822012598816395	0.041	0.057	0.039	0.039	0.075	0.039	0.048	0.048
"AK"	2	2	81	2019	0.41	0.435	-0.686	0.985	0.985	-0.686	-0.7026664308729759	0.903982333641269	-0.813	0.635	0.635	-0.813	-0.8696218882723152	0.645686463688924	1.671	1.448	1.0208970921118634	0.8959100189433659	0.39462502740611793	0.3326721731583253	0.40809687935977085	0.2574306439271692	0.8895582547367505	0.7916271172613984	0.051	0.038	0.036	0.036	0.097	0.041	0.057	0.057
"AK"	2	2	81	2020	0.41	0.435	-0.686	0.985	0.985	-0.686	-0.7026664308729759	0.9159767999031677	-0.813	0.635	0.635	-0.813	-0.8696218882723152	0.6735430384295137	1.671	1.448	1.031445093008623	0.922389621576657	0.39462502740611793	0.3326721731583253	0.41764210298263676	0.28516700984803406	0.8974271687030392	0.8102970926860368	0.05	0.041	0.038	0.038	0.095	0.043	0.067	0.067
"AL"	1	1	41	1993																																
"AL"	1	1	41	1994																																
"AL"	1	1	41	1995																																
"AL"	1	1	41	1996	0.065	0.02	-0.128	0.843	-0.128	0.843	-0.1742382426879515	0.8291466730394138	-0.324	0.856	-0.324	0.856	-0.3899885672551469	0.8329084719748205	0.971	1.18	0.6530043294113785	0.8870540976609411	0.3452097581659236	0.5806406396202078	0.23285471639494998	0.26690949325721763	0.5656647653327713	0.7668443986248848	0.028	0.024	0.026	0.028	0.06	0.055	0.049	0.06
"AL"	1	1	41	1997	0.065	0.042	-0.128	0.843	-0.128	0.843	-0.1742382426879515	0.8291466730394138	-0.243	0.856	-0.243	0.856	-0.3923580513761793	0.8329084719748205	0.971	1.099	0.6530043294113785	0.8969416345377869	0.3452097581659236	0.5941908158359047	0.23285471639494998	0.26690949325721763	0.5656647653327713	0.7756707209594461	0.027	0.025	0.025	0.027	0.049	0.049	0.052	0.049
"AL"	1	1	41	1998	0.065	-0.043	-0.128	0.852	-0.128	0.852	-0.1738357621141226	0.8391207758505067	-0.331	0.856	-0.331	0.856	-0.39556517716889866	0.8303829290387511	0.98	1.187	0.6581363367555056	0.87821156668418	0.3449418252723868	0.558383885137042	0.23986608841572585	0.2661945195435041	0.5702370410446003	0.7587280752590689	0.027	0.025	0.027	0.027	0.056	0.048	0.06	0.056
"AL"	1	1	41	1999	0.015	0.138	-0.166	0.86	-0.166	0.86	-0.1980595845318513	0.8502255690611467	-0.161	0.913	-0.161	0.913	-0.31919891320010396	0.943256227624671	1.026	1.074	0.6677334082363389	0.8988360989162858	0.33330598687731605	0.5919444474277166	0.251231643397678	0.18460523407057783	0.5811431759650876	0.7793629967276007	0.026	0.023	0.027	0.026	0.052	0.061	0.04	0.052
"AL"	1	1	41	2000	0.051	0.02	-0.129	0.86	-0.129	0.86	-0.1957952813443473	0.8502255690611467	-0.149	0.916	-0.149	0.916	-0.3076709403803789	0.9549380240443998	0.989	1.065	0.6712986737019035	0.8894921384067721	0.33737131006624205	0.5816811695548681	0.251231643397678	0.18890651666542335	0.5836324368433775	0.7700965918682685	0.027	0.024	0.025	0.027	0.044	0.056	0.041	0.044
"AL"	1	1	41	2001	0.051	0.02	-0.139	0.868	-0.139	0.868	-0.19640823969191096	0.8569226081542756	-0.149	0.916	-0.149	0.916	-0.3076709403803789	0.9549380240443998	1.0070000000000001	1.065	0.6741591337547285	0.8894921384067721	0.3361867508683277	0.5816811695548681	0.2457680737713745	0.18890651666542335	0.5862250671656777	0.7700965918682685	0.026	0.023	0.026	0.026	0.044	0.056	0.041	0.044
"AL"	1	1	41	2002	0.051	0.02	-0.139	0.868	-0.139	0.868	-0.19640823969191096	0.8569226081542756	-0.149	0.916	-0.149	0.916	-0.3076709403803789	0.9549380240443998	1.0070000000000001	1.065	0.6741591337547285	0.8894921384067721	0.3361867508683277	0.5816811695548681	0.2457680737713745	0.18890651666542335	0.5862250671656777	0.7700965918682685	0.026	0.023	0.026	0.026	0.044	0.056	0.041	0.044
"AL"	1	1	41	2003	0.063	-0.106	-0.171	0.847	-0.171	0.847	-0.2537606577846754	0.8491257468234099	-0.324	0.932	-0.324	0.932	-0.36062059796182555	0.9493516383854578	1.018	1.256	0.7240751166830883	0.9099369441728512	0.35721425973995125	0.589610679575993	0.25582755119970296	0.18865675411125507	0.629765792023501	0.784426317024128	0.031	0.025	0.022	0.031	0.059	0.051	0.039	0.059
"AL"	1	1	41	2004	0.096	-0.106	-0.171	0.847	-0.171	0.847	-0.2528514435867767	0.8491257468234099	-0.324	0.932	-0.324	0.932	-0.36062059796182555	0.9493516383854578	1.018	1.256	0.7258453380274803	0.9099369441728512	0.3591755048338234	0.589610679575993	0.25582755119970296	0.18865675411125507	0.6311315315256008	0.784426317024128	0.031	0.025	0.023	0.031	0.061	0.049	0.037	0.061
"AL"	1	1	41	2005	0.098	-0.106	-0.176	0.874	-0.176	0.874	-0.24419116239857697	0.8806788007673044	-0.324	0.932	-0.324	0.932	-0.3653601945422956	0.9493516383854578	1.05	1.256	0.7189889011991731	0.9160530498973067	0.3351263547037729	0.5964951553211412	0.19747557818744502	0.18865675411125507	0.6242022352200901	0.789748134408918	0.03	0.026	0.023	0.03	0.06	0.049	0.04	0.06
"AL"	1	1	41	2006	0.098	-0.106	-0.195	0.874	-0.195	0.874	-0.2536861813621337	0.8806788007673044	-0.324	0.932	-0.324	0.932	-0.3653601945422956	0.9493516383854578	1.069	1.256	0.7253383198789342	0.9160530498973067	0.33615485141925916	0.5964951553211412	0.19747557818744502	0.18865675411125507	0.6297649859264697	0.789748134408918	0.032	0.026	0.023	0.032	0.061	0.05	0.039	0.061
"AL"	1	1	41	2007	0.051	-0.114	-0.236	0.871	-0.236	0.871	-0.2813709810734854	0.8418733028467388	-0.413	1.028	-0.413	1.028	-0.45773145982617	1.0511668903993932	1.107	1.441	0.7008902334895957	0.9921171472907049	0.3090926448594075	0.5507918923751507	0.15451696499646664	0.17803216779501133	0.6113132370743473	0.8570952766932957	0.03	0.028	0.021	0.03	0.067	0.05	0.041	0.067
"AL"	1	1	41	2008	0.015	-0.114	-0.236	0.871	-0.236	0.871	-0.2876583678760701	0.8418733028467388	-0.413	1.046	-0.413	1.046	-0.45773145982617	1.0662335447532176	1.107	1.459	0.7007579929880464	1.0003109191446748	0.30157354994536556	0.5507918923751507	0.15451696499646664	0.1822477891745974	0.6119384739561636	0.8635403193926341	0.03	0.026	0.022	0.03	0.067	0.05	0.043	0.067
"AL"	1	1	41	2009	0.033	0.138	-0.246	0.871	-0.246	0.871	-0.2893987598582472	0.8418733028467388	-0.395	1.041	-0.395	1.041	-0.4507773631068033	1.061570612240075	1.117	1.436	0.703107309909055	1.0184523756170138	0.3037621719049843	0.5831501241767771	0.15451696499646664	0.17529706258956654	0.6138885892075049	0.8812331782479942	0.034	0.027	0.022	0.034	0.062	0.064	0.045	0.062
"AL"	1	1	41	2010	0.058	-0.006	-0.246	0.875	-0.246	0.875	-0.29183135489230216	0.8441503165190292	-0.395	1.023	-0.395	1.023	-0.4495576534346824	0.9924134019257611	1.121	1.418	0.708005671140321	0.9876939446565967	0.30798495623372824	0.5559558052932274	0.15138804355406962	0.3087448179857577	0.6189075267438845	0.8538890487206213	0.035	0.026	0.022	0.035	0.053	0.058	0.041	0.053
"AL"	1	1	41	2011	0.781	0.955	-0.518	0.888	0.888	-0.518	-0.432549288601736	0.8916169309031557	-0.589	1.053	1.053	-0.589	-0.7220572922524167	1.074557970325562	1.4060000000000001	1.642	0.7502730452419799	0.9639235590147549	0.28518143358365594	0.45656091020386436	0.18675291302759	0.15581329966144314	0.6838879025238398	0.9053552365580959	0.034	0.02	0.017	0.017	0.073	0.033	0.03	0.03
"AL"	1	1	41	2012	0.794	0.955	-0.523	0.888	0.888	-0.523	-0.463944133872737	0.9013192703258646	-0.589	1.053	1.053	-0.589	-0.7220572922524167	1.074557970325562	1.411	1.642	0.7489578694445438	0.9639235590147549	0.24818387746121423	0.45656091020386436	0.1742102946237898	0.15581329966144314	0.6882595756589476	0.9053552365580959	0.033	0.02	0.018	0.018	0.074	0.034	0.031	0.031
"AL"	1	1	41	2013	0.811	0.955	-0.52	0.897	0.897	-0.52	-0.4584234734213124	0.9197261096944126	-0.619	1.047	1.047	-0.619	-0.7619172231322828	1.0728744520017484	1.417	1.666	0.7473266617181535	0.9455000347633273	0.24923060135553282	0.45642119277497334	0.1667582187883593	0.15719338234893152	0.6906199541991133	0.9022434237784861	0.035	0.019	0.017	0.017	0.09	0.032	0.032	0.032
"AL"	1	1	41	2014	0.803	0.955	-0.518	0.902	0.902	-0.518	-0.4551597248170969	0.9193937072589639	-0.619	1.047	1.047	-0.619	-0.7619172231322828	1.0728744520017484	1.42	1.666	0.7480206673625129	0.9455000347633273	0.24525469952051057	0.45642119277497334	0.16880772752424983	0.15719338234893152	0.6898844722880425	0.9022434237784861	0.035	0.019	0.019	0.019	0.087	0.033	0.031	0.031
"AL"	1	1	41	2015	0.818	1.007	-0.52	0.896	0.896	-0.52	-0.4880309270191287	0.9242537343256346	-0.851	1.053	1.053	-0.851	-0.9044717842230633	1.0691398674311143	1.416	1.904	0.7220092128466995	0.8329277385272619	0.21437435255195042	0.4599180470142175	0.16289613470982336	0.11678074764721098	0.6828135402875902	0.8687811636766859	0.034	0.017	0.017	0.017	0.09	0.028	0.029	0.029
"AL"	1	1	41	2016	0.818	1.007	-0.52	0.896	0.896	-0.52	-0.4880309270191287	0.92328879491013	-0.851	1.053	1.053	-0.851	-0.9044717842230633	1.0691398674311143	1.416	1.904	0.7212046707369131	0.8329277385272619	0.21437435255195042	0.4599180470142175	0.16249606701688174	0.11678074764721098	0.6823141740047625	0.8687811636766859	0.033	0.017	0.018	0.018	0.093	0.028	0.029	0.029
"AL"	1	1	41	2017	0.818	1.007	-0.517	0.891	0.891	-0.517	-0.4761020646077807	0.9212088689183142	-0.851	1.053	1.053	-0.851	-0.9044717842230633	1.0691398674311143	1.408	1.904	0.7146964792523292	0.8329277385272619	0.21252026533801116	0.4599180470142175	0.1621892000274172	0.11678074764721098	0.6757811640692446	0.8687811636766859	0.034	0.017	0.016	0.016	0.092	0.03	0.029	0.029
"AL"	1	1	41	2018	0.815	1.012	-0.517	0.886	0.886	-0.517	-0.4761020646077807	0.9161238570830075	-0.828	1.053	1.053	-0.828	-0.8612504623172903	1.0691398674311143	1.403	1.8809999999999998	0.7178555608394619	0.768741337397763	0.21252026533801116	0.4788979780735814	0.16663649449841014	0.11678074764721098	0.6759137741177901	0.8219561039957067	0.034	0.017	0.017	0.017	0.105	0.029	0.029	0.029
"AL"	1	1	41	2019	0.798	0.979	-0.518	0.856	0.856	-0.518	-0.5212988061910792	0.8906947968931491	-0.873	1.007	1.007	-0.873	-0.8249701630048353	1.0575415508961565	1.374	1.88	0.6771558203335657	0.7783675019312757	0.1384606204758928	0.33153048466158486	0.18519475829208495	0.18633739477336875	0.6509020734577464	0.8026825430515897	0.035	0.017	0.017	0.017	0.126	0.03	0.032	0.032
"AL"	1	1	41	2020	0.798	0.979	-0.518	0.856	0.856	-0.518	-0.5212988061910792	0.8943875326902992	-0.873	1.007	1.007	-0.873	-0.8249701630048353	1.0575415508961565	1.374	1.88	0.6790898121498107	0.7783675019312757	0.1384606204758928	0.33153048466158486	0.18563058511534866	0.18633739477336875	0.6525742976189229	0.8026825430515897	0.035	0.018	0.018	0.018	0.115	0.03	0.032	0.032
"AR"	4	5	42	1993	0.045	-0.083	0.031	0.136	0.031	0.136	0.0071750403411116725	0.13017104187270984	-0.096	0.335	-0.096	0.335	-0.13135660301522084	0.2907009518549581	0.10500000000000001	0.43100000000000005	0.21035811813413513	0.27450404904843756	0.18153096883605965	0.1913513446543592	0.2601017175139224	0.2693026818539617	0.19192098632245938	0.24943264179676536	0.013	0.012	0.031	0.013	0.022	0.021	0.064	0.022
"AR"	4	5	42	1994	0.045	-0.083	0.031	0.136	0.031	0.136	0.0071750403411116725	0.13017104187270984	-0.096	0.335	-0.096	0.335	-0.13135660301522084	0.2907009518549581	0.10500000000000001	0.43100000000000005	0.21035811813413513	0.27450404904843756	0.18153096883605965	0.1913513446543592	0.2601017175139224	0.2693026818539617	0.19192098632245938	0.24943264179676536	0.013	0.012	0.031	0.013	0.022	0.022	0.066	0.022
"AR"	4	5	42	1995	0.045	-0.092	0.029	0.216	0.029	0.216	-0.0107097269696197	0.3611720547578389	-0.111	0.469	-0.111	0.469	-0.1459995749701043	0.5447089159690263	0.187	0.58	0.2518463104176447	0.3873970900420899	0.18704270002244142	0.18804590297652904	0.3346756639193133	0.4345286704370823	0.24070990800462472	0.37413756063505116	0.013	0.013	0.036	0.013	0.024	0.024	0.064	0.024
"AR"	4	5	42	1996	0.045	-0.092	0.029	0.216	0.029	0.216	-0.0107097269696197	0.3611720547578389	-0.111	0.469	-0.111	0.469	-0.1459995749701043	0.5447089159690263	0.187	0.58	0.2518463104176447	0.3873970900420899	0.18704270002244142	0.18804590297652904	0.3346756639193133	0.4345286704370823	0.24070990800462472	0.37413756063505116	0.013	0.013	0.036	0.013	0.023	0.023	0.068	0.023
"AR"	4	5	42	1997	0.045	-0.083	0.02	0.485	0.02	0.485	-0.01540850225807854	0.593864044619718	-0.111	0.706	-0.111	0.706	-0.1490358851384178	0.6838656350746446	0.46499999999999997	0.817	0.31563176765877715	0.41009982156276326	0.18665332778747398	0.1694799547799398	0.43554717349662986	0.3335361692151914	0.31617788255430923	0.39585615410622554	0.014	0.014	0.046	0.014	0.023	0.023	0.087	0.023
"AR"	4	5	42	1998	0.045	-0.083	0.02	0.485	0.02	0.485	-0.01540850225807854	0.593864044619718	-0.111	0.706	-0.111	0.706	-0.1490358851384178	0.6838656350746446	0.46499999999999997	0.817	0.31563176765877715	0.41009982156276326	0.18665332778747398	0.1694799547799398	0.43554717349662986	0.3335361692151914	0.31617788255430923	0.39585615410622554	0.014	0.013	0.045	0.014	0.023	0.024	0.086	0.023
"AR"	4	5	42	1999	0.022	-0.075	-0.051	0.694	-0.051	0.694	-0.07342303490211657	0.7631151948823083	-0.102	0.467	-0.102	0.467	-0.12352943486029905	0.4754354504933627	0.745	0.5690000000000001	0.44657636906166537	0.33687420692232495	0.1828543158118424	0.19883124380141148	0.3273367899448696	0.2480190348208624	0.42326766410744143	0.30669297737756535	0.016	0.014	0.044	0.016	0.025	0.024	0.058	0.025
"AR"	4	5	42	2000	0.022	-0.075	-0.051	0.694	-0.051	0.694	-0.07342303490211657	0.7631151948823083	-0.102	0.467	-0.102	0.467	-0.12352943486029905	0.4754354504933627	0.745	0.5690000000000001	0.44657636906166537	0.33687420692232495	0.1828543158118424	0.19883124380141148	0.3273367899448696	0.2480190348208624	0.42326766410744143	0.30669297737756535	0.015	0.015	0.042	0.015	0.024	0.024	0.058	0.024
"AR"	4	5	42	2001	0.093	0.011	-0.003	0.672	-0.003	0.672	-0.024855551526998143	0.6770763696737433	-0.075	0.493	-0.075	0.493	-0.07738529147558981	0.523528816613231	0.675	0.568	0.45137433931894927	0.3662521189744736	0.21866706559532612	0.20586847055878596	0.3075372637508003	0.17364461572163328	0.4068718739087687	0.3227402771243334	0.017	0.018	0.038	0.017	0.027	0.027	0.04	0.027
"AR"	4	5	42	2002	0.093	0.011	-0.003	0.672	-0.003	0.672	-0.024855551526998143	0.6770763696737433	-0.075	0.493	-0.075	0.493	-0.07738529147558981	0.523528816613231	0.675	0.568	0.45137433931894927	0.3662521189744736	0.21866706559532612	0.20586847055878596	0.3075372637508003	0.17364461572163328	0.4068718739087687	0.3227402771243334	0.017	0.018	0.038	0.017	0.027	0.027	0.041	0.027
"AR"	4	5	42	2003	0.097	0.018	-0.003	0.682	-0.003	0.682	-0.023529527753443073	0.6890919872186231	-0.088	0.534	-0.088	0.534	-0.07329329957536518	0.5756386238050821	0.685	0.622	0.46651162615631636	0.4181004401902582	0.24820477048252587	0.23077896260426628	0.24520612810884757	0.3607197499788139	0.4102088673013639	0.37941246843188337	0.017	0.019	0.032	0.017	0.03	0.03	0.05	0.03
"AR"	4	5	42	2004	0.097	0.018	-0.003	0.682	-0.003	0.682	-0.023529527753443073	0.6890919872186231	-0.088	0.534	-0.088	0.534	-0.07329329957536518	0.5756386238050821	0.685	0.622	0.46651162615631636	0.4181004401902582	0.24820477048252587	0.23077896260426628	0.24520612810884757	0.3607197499788139	0.4102088673013639	0.37941246843188337	0.018	0.019	0.034	0.018	0.031	0.027	0.052	0.031
"AR"	4	5	42	2005	0.231	0.053	0.048	0.756	0.048	0.756	0.04917805113189274	0.725293346539161	-0.016	0.534	-0.016	0.534	-0.05263904412673538	0.5756386238050821	0.708	0.55	0.4752430131142327	0.4251624223340802	0.3104469712140442	0.2489365285290577	0.21021015100820123	0.3607197499788139	0.41744355595954363	0.38187235684063825	0.019	0.018	0.03	0.019	0.03	0.029	0.05	0.03
"AR"	4	5	42	2006	0.231	0.053	0.048	0.756	0.048	0.756	0.04917805113189274	0.725293346539161	-0.016	0.534	-0.016	0.534	-0.05263904412673538	0.5756386238050821	0.708	0.55	0.4752430131142327	0.4251624223340802	0.3104469712140442	0.2489365285290577	0.21021015100820123	0.3607197499788139	0.41744355595954363	0.38187235684063825	0.02	0.019	0.029	0.02	0.029	0.028	0.052	0.029
